,Postcode,PC_Area,Target,Population aged 65+,Females aged 65-69,Females aged 65+,Females aged 70-74,Females aged 75-79,Females aged 80-84,Females aged 85-89,Females aged 90-94,Females aged 95_99,Females aged 100+,Males aged 65-69,Males aged 65+,Males aged 70-74,Males aged 75-79,Males aged 80-84,Males aged 85-89,Males aged 90-94,Males aged 95-99,Males aged 100+,Females aged under 25,Females aged 25-44,Females aged 45-65,Males aged under 25,Males aged 25-44,Males aged 45-65,Mean Income,Median Income,Mode Income,Lower Quartile
4419,W1J7DL,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32600,28636.36364,17500,18461.53846
4420,W1J7EA,W,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,51700,45625,32500,31111.11111
4421,W1J7EG,W,0,5,0,1,1,0,0,0,0,0,0,1,4,1,1,1,0,0,0,0,1,4,0,1,5,3,69200,61888.88889,110000,40531.91489
4422,W1J7EH,W,0,4,0,1,1,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,2,1,2,1,4,60400,53823.52941,42500,35188.67925
4423,W1J7EL,W,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,69200,62058.82353,110000,41111.11111
4424,W1J7EQ,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37000,32000,17500,20454.54545
4425,W1J7ES,W,0,2,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,3,2,2,4,3,62800,55851.06383,42500,36400
4426,W1J7EW,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,68800,64285.71429,110000,46428.57143
4427,W1J7FU,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34000,30000,17500,19166.66667
4428,W1J7FY,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,73000,66333.33333,110000,44062.5
4429,W1J7FZ,W,1,2,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,4,1,0,3,2,42700,35737.70492,22500,22051.28205
4430,W1J7HB,W,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,64900,58055.55556,47500,38333.33333
4431,W1J7HE,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33200,29090.90909,17500,18461.53846
4432,W1J7HJ,W,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60800,54166.66667,37500,35714.28571
4433,W1J7HL,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,36100,32000,22500,20434.78261
4434,W1J7HN,W,1,2,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,4,2,2,4,3,72200,64903.84615,110000,43627.45098
4435,W1J7HY,W,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,68400,61470.58824,110000,40555.55556
4436,W1J7HZ,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35100,30500,17500,19583.33333
4437,W1J7JD,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,68700,60833.33333,110000,40000
4438,W1J7JE,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,73500,65000,110000,44000
4439,W1J7JG,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,36600,32250,22500,20652.17391
4440,W1J7JH,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,2,64100,57777.77778,47500,38055.55556
4441,W1J7JJ,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,79100,71111.11111,110000,47272.72727
4442,W1J7JL,W,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,78000,70500,110000,47272.72727
4443,W1J7JQ,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48900,43750,22500,28125
4444,W1J7LB,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,88200,82692.30769,110000,58500
4445,W1J7LD,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71800,63333.33333,110000,42500
4446,W1J7LF,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69600,61666.66667,110000,40833.33333
4447,W1J7LG,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,88200,82692.30769,110000,58500
4448,W1J7LJ,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,68800,60833.33333,110000,40000
4449,W1J7LQ,W,1,3,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,4,0,1,5,2,66200,59148.93617,110000,38936.17021
4450,W1J7LS,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,68500,60833.33333,110000,40000
4451,W1J7LU,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37100,32000,17500,20454.54545
4452,W1J7LY,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71100,63333.33333,110000,42500
4453,W1J7NE,W,1,3,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,4,2,0,7,2,48300,42083.33333,32500,26461.53846
4454,W1J7NH,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,3,0,53300,46296.2963,32500,29137.93103
4455,W1J7NN,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34000,30000,17500,19166.66667
4456,W1J7NP,W,0,4,0,1,1,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,3,1,2,0,3,62200,52586.2069,110000,30270.27027
4457,W1J7NT,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71300,63333.33333,110000,42500
4458,W1J7NW,W,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,38500,30476.19048,12500,17058.82353
4459,W1J7PA,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,58500,52500,32500,34285.71429
4460,W1J7PD,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,88200,82142.85714,110000,58000
4461,W1J7PH,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54500,50000,27500,32142.85714
4462,W1J7PL,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38400,34500,22500,22272.72727
4463,W1J7PN,W,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,49500,44375,27500,28750
4464,W1J7PR,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38000,34000,22500,21818.18182
4465,W1J7PS,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,88200,82142.85714,110000,58000
4466,W1J7PW,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34200,30000,17500,19166.66667
4467,W1J7QA,W,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54200,49285.71429,32500,31875
4468,W1J7QB,W,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,51800,46333.33333,32500,30000
4469,W1J7QD,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32100,28636.36364,17500,18461.53846
4470,W1J7QE,W,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,49800,44375,27500,28750
4471,W1J7QL,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,57600,48181.81818,17500,27307.69231
4472,W1J7QN,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35100,30500,17500,19583.33333
4473,W1J7QQ,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,88200,82692.30769,110000,58500
4474,W1J7QS,W,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,55300,50000,27500,32142.85714
4475,W1J7QT,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,56600,50833.33333,32500,32857.14286
4476,W1J7QU,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32700,28636.36364,17500,18461.53846
4477,W1J7QW,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,62300,55909.09091,42500,35833.33333
4478,W1J7QX,W,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,53500,47333.33333,32500,30666.66667
4479,W1J7RB,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33200,29090.90909,17500,18461.53846
4480,W1J7RG,W,1,4,1,2,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,8,4,4,13,5,63800,56428.57143,110000,36250
4481,W1J7RJ,W,1,8,1,3,1,0,1,0,0,0,0,1,5,1,1,1,1,0,0,0,1,2,4,2,3,3,41700,35472.97297,17500,21170.21277
4482,W1J7RL,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91200,83333.33333,110000,56000
4483,W1J7RP,W,1,5,0,1,1,0,0,0,0,0,0,1,4,1,1,0,1,0,0,0,1,2,3,1,0,3,42300,36545.45455,22500,22611.9403
4484,W1J7RQ,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34900,30500,17500,19583.33333
4485,W1J7RS,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,64100,57291.66667,47500,37708.33333
4486,W1J7RT,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,48400,41818.18182,27500,26200
4487,W1J7RW,W,1,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,2,2,3,2,88200,82547.16981,110000,58780.4878
4488,W1J7RX,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,1,77000,70689.65517,110000,47575.75758
4489,W1J7RY,W,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54600,50000,27500,32142.85714
4490,W1J7RZ,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,3,69900,62826.08696,110000,41739.13043
4491,W1J7SE,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,64200,57777.77778,47500,38055.55556
4492,W1J7SF,W,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,68500,61470.58824,110000,40555.55556
4493,W1J7SG,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,37200,33000,22500,21136.36364
4494,W1J7SJ,W,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,63600,57500,42500,37500
4495,W1J7SP,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48300,42500,32500,27500
4496,W1J7SQ,W,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,54500,48863.63636,32500,31818.18182
4497,W1J7SR,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,66700,59166.66667,110000,38333.33333
4498,W1J7SU,W,1,6,1,2,1,0,0,0,0,0,0,1,4,2,1,0,0,0,0,0,0,4,4,3,6,4,59700,52397.95918,42500,33703.7037
4499,W1J7SW,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,66000,60714.28571,42500,42857.14286
4500,W1J7TA,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,63900,58571.42857,47500,42142.85714
4501,W1J7TB,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65400,60000,47500,42857.14286
4502,W1J7TD,W,0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,63400,58571.42857,47500,42142.85714
4503,W1J7TE,W,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,88200,82142.85714,110000,58000
4504,W1J7TG,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,51300,47777.77778,32500,33888.88889
4505,W1J7TQ,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,58600,52500,32500,34285.71429
4506,W1J7TR,W,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,51700,46333.33333,32500,30000
4507,W1J7TU,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,2,2,69100,61774.19355,110000,38548.3871
4508,W1J7TX,W,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,54800,44210.52632,22500,26136.36364
4509,W1J7UA,W,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,73000,65500,110000,43181.81818
4510,W1J7UE,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,32900,29090.90909,17500,18653.84615
4511,W1J7UG,W,0,3,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,2,2,2,0,0,4,53200,47500,32500,30869.56522
4512,W1J7UQ,W,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70700,65833.33333,110000,47857.14286
4513,W1J8AE,W,0,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,6,3,2,11,4,69700,62650,110000,40825.24272
4514,W1J8AG,W,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,59500,53461.53846,42500,35000
4515,W1J8AS,W,0,4,0,1,1,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,6,4,2,9,4,41500,34897.26027,17500,21067.07317
4516,W1J8BE,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,62900,56250,37500,36923.07692
4517,W1J8BH,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,55500,50000,27500,32142.85714
4518,W1J8BL,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85500,81428.57143,110000,57000
4519,W1J8BN,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,77800,72000,110000,47000
4520,W1J8BW,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,69600,62391.30435,110000,41458.33333
4521,W1J8DP,W,1,4,0,1,1,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,3,0,1,4,3,60700,52545.45455,32500,31746.03175
4522,W1J8EA,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,4,66700,59193.54839,110000,36666.66667
4523,W1J8EB,W,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,0,3,1,72100,64558.82353,110000,42941.17647
4524,W1J8LH,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,72400,65263.15789,110000,43636.36364
4525,W1J8NS,W,0,6,0,1,1,0,0,0,0,0,0,1,5,1,1,1,1,0,0,0,1,4,2,1,4,2,61000,53359.375,32500,33521.12676
4526,W1J8NT,W,0,5,0,1,1,0,0,0,0,0,0,1,4,1,1,1,0,0,0,0,1,4,3,1,4,2,66900,60087.7193,110000,39649.12281
4527,W1J8PD,W,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,58600,52631.57895,42500,34250
4528,W1J8PG,W,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,62800,56111.11111,42500,36842.10526
4529,W1J8QN,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34700,30500,17500,19583.33333
4530,W1K1AE,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,36800,32166.66667,22500,20588.23529
4531,W1K1AG,W,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,4,58300,51200,42500,32777.77778
4532,W1K1AU,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,67100,60000,110000,39166.66667
4533,W1K1AW,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70100,65833.33333,110000,47857.14286
4534,W1K1AZ,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,1,3,56300,47500,32500,29571.42857
4535,W1K1BB,W,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,68100,61304.34783,110000,40416.66667
4536,W1K1BH,W,1,3,1,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,2,4,3,1,5,2,71000,63586.95652,110000,42173.91304
4537,W1K1BQ,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,69500,65833.33333,110000,47857.14286
4538,W1K1DH,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,73300,64166.66667,110000,43333.33333
4539,W1K1DJ,W,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3,2,0,0,3,87400,82115.38462,110000,57500
4540,W1K1DL,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,88200,82692.30769,110000,58500
4541,W1K1DR,W,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,64700,56818.18182,110000,36041.66667
4542,W1K1HA,W,0,11,2,4,1,1,0,0,0,0,0,2,7,2,1,1,1,0,0,0,3,4,7,4,7,8,71700,64291.33858,110000,42109.375
4543,W1K1HF,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,66800,60000,110000,39705.88235
4544,W1K1HG,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,65900,58333.33333,47500,38333.33333
4545,W1K1HH,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76800,70000,110000,46666.66667
4546,W1K1HJ,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,88200,82142.85714,110000,58000
4547,W1K1HL,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48100,42500,32500,27500
4548,W1K1HP,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37300,32500,17500,20454.54545
4549,W1K1HQ,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64300,58333.33333,47500,38333.33333
4550,W1K1HW,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,67100,60000,110000,39166.66667
4551,W1K1JB,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69600,65833.33333,110000,47857.14286
4552,W1K1JE,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37000,32000,17500,20454.54545
4553,W1K1JG,W,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,3,0,91500,83833.33333,110000,57608.69565
4554,W1K1JJ,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,93500,85000,110000,56250
4555,W1K1JQ,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70400,65833.33333,110000,47857.14286
4556,W1K1PT,W,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,4,4,2,0,3,51600,46060.60606,32500,29924.24242
4557,W1K1PU,W,0,9,1,3,1,1,0,0,0,0,0,1,6,2,1,1,1,0,0,0,4,7,6,4,5,5,42000,35729.16667,17500,21685.08287
4558,W1K1PX,W,0,6,1,3,1,1,0,0,0,0,0,1,3,1,0,1,0,0,0,0,3,4,6,3,4,6,71600,64951.92308,110000,44696.9697
4559,W1K1PY,W,0,7,1,3,1,1,0,0,0,0,0,1,4,1,1,1,0,0,0,0,4,5,7,4,4,5,42000,35551.1811,17500,21397.51553
4560,W1K1PZ,W,0,6,1,3,1,1,0,0,0,0,0,1,3,1,0,1,0,0,0,0,2,4,7,3,3,4,73200,67839.50617,110000,48483.14607
4561,W1K1QD,W,0,9,1,3,1,1,0,0,0,0,0,1,6,2,1,1,1,0,0,0,4,6,6,4,5,5,39800,33682.63473,17500,20392.67016
4562,W1K1QE,W,0,7,1,3,1,1,0,0,0,0,0,1,4,1,1,1,0,0,0,0,4,5,7,3,4,5,68500,61546.39175,110000,40686.27451
4563,W1K1QG,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,36300,32250,22500,20652.17391
4564,W1K1QN,W,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39500,35000,17500,22500
4565,W1K1QX,W,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,33800,29772.72727,17500,19000
4566,W1K1QY,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31300,27272.72727,17500,17500
4567,W1K2AB,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,88200,82142.85714,110000,58000
4568,W1K2AD,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,72800,66666.66667,110000,48333.33333
4569,W1K2AE,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,73900,66000,110000,45000
4570,W1K2AG,W,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,70600,63478.26087,110000,41956.52174
4571,W1K2AQ,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,56200,50833.33333,32500,32857.14286
4572,W1K2AR,W,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,88200,82142.85714,110000,58000
4573,W1K2AT,W,0,3,1,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,2,4,3,2,1,3,74800,67083.33333,110000,44433.96226
4574,W1K2AX,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,57900,48684.21053,32500,30000
4575,W1K2AY,W,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,72000,64782.6087,110000,43181.81818
4576,W1K2AZ,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,67100,60000,110000,39166.66667
4577,W1K2BA,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,88200,82142.85714,110000,58000
4578,W1K2BB,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69700,65833.33333,110000,47857.14286
4579,W1K2BD,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70100,65833.33333,110000,47857.14286
4580,W1K2BE,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,87300,80000,110000,52000
4581,W1K2BF,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,63800,57500,42500,38333.33333
4582,W1K2BG,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,88200,82142.85714,110000,58000
4583,W1K2BH,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32300,28636.36364,17500,18461.53846
4584,W1K2BP,W,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,71100,63333.33333,110000,42500
4585,W1K2BQ,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,88200,82142.85714,110000,58000
4586,W1K2BW,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,82600,74000,110000,49000
4587,W1K2BX,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70800,62500,110000,41666.66667
4588,W1K2DL,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,36200,32000,17500,20454.54545
